pacc,rt,accumulator
15,0.6172000000000001,1
14,0.4752,1
13,0.4215,1
12,0.30069999999999997,1
11,0.3599,2
10,0.2241,1
9,0.19690000000000002,1
8,0.2273,2
7,0.21869999999999998,2
6,0.2059,2
7,0.19190000000000002,1
8,0.2047,2
9,0.2215,2
10,0.2775,2
11,0.228,1
12,0.2795,1
13,0.4706,1
14,0.4564,1
15,0.5108,1
16,0.6211,1
17,0.3877,1
16,0.42,1
15,0.2913,2
14,0.4555,2
13,0.5153,1
12,0.5865,1
11,0.6079,1
10,0.372,2
9,0.4298,2
8,0.22640000000000002,2
7,0.21980000000000002,2
6,0.3205,2
5,0.2308,2
4,0.2326,1
3,0.237,1
2,0.4115,2
1,0.2401,1
0,0.2299,1
0,0.2204,1
0,0.2017,1
0,0.2403,1
1,0.21509999999999999,2
2,0.363,2
3,0.22440000000000002,2
4,0.1694,2
5,0.2199,2
6,0.2516,1
7,0.21330000000000002,1
8,0.1983,2
9,0.226,1
10,0.26089999999999997,1
11,0.2289,2
12,0.33130000000000004,2
13,0.452,1
14,0.454,1
15,0.4789,1
16,0.43239999999999995,1
17,0.4446,1
16,0.45339999999999997,1
15,0.3608,1
14,0.4139,1
13,0.4675,1
12,0.3474,1
11,0.3368,1
10,0.3426,2
9,0.2278,1
8,0.2913,2
7,0.2066,1
6,0.2241,2
5,0.2631,1
6,0.179,1
7,0.24359999999999998,2
8,0.233,2
9,0.2479,2
10,0.2278,2
11,0.2196,1
12,0.2761,1
13,0.4125,1
14,0.4337,1
15,0.5095,2
16,0.4654,1
17,0.5709,1
18,0.4,1
19,0.5629,1
20,0.48269999999999996,1
19,0.45480000000000004,1
18,0.5042,1
17,0.7034,1
16,0.4502,1
15,0.4748,1
14,0.43889999999999996,1
13,0.43310000000000004,1
12,0.318,2
11,0.3155,1
10,0.2437,1
9,0.2437,2
8,0.21619999999999998,1
7,0.21409999999999998,2
6,0.1997,2
7,0.2256,1
8,0.22269999999999998,2
9,0.22790000000000002,2
10,0.2646,1
11,0.2341,1
12,0.231,1
13,0.2702,1
14,0.3475,1
15,0.42269999999999996,1
16,0.4522,1
17,0.3778,2
18,0.4806,1
19,0.4545,1
20,0.619,1
21,0.4598,1
22,0.5525,1
21,0.4045,2
20,0.5136000000000001,1
19,0.6641,1
18,0.7012,1
17,0.6159,1
16,0.5396,1
15,0.37710000000000005,1
14,0.49119999999999997,1
13,0.38789999999999997,1
12,0.4475,1
11,0.4756,1
10,0.44189999999999996,1
9,0.26230000000000003,2
8,0.26239999999999997,2
7,0.22169999999999998,1
6,0.2255,1
5,0.2011,1
6,0.2074,2
7,0.2175,2
8,0.2489,1
9,0.2024,2
10,0.19190000000000002,1
11,0.2457,2
12,0.4157,1
13,0.5353,1
14,0.4707,1
15,0.363,1
16,0.5801000000000001,1
15,0.3917,1
14,0.477,2
13,0.439,2
12,0.5492999999999999,1
11,0.5051,1
10,0.4675,1
9,0.5777,1
8,0.2542,1
7,0.21769999999999998,1
6,0.2526,1
5,0.2811,1
4,0.2645,2
5,0.1996,1
6,0.2221,2
7,0.215,1
8,0.3623,1
9,0.18630000000000002,2
10,0.22540000000000002,1
11,0.2061,1
12,0.2836,1
13,0.41919999999999996,1
14,0.4522,1
15,0.4333,1
16,0.35619999999999996,1
17,0.5317000000000001,1
16,0.3055,1
15,0.43389999999999995,1
14,0.31910000000000005,2
13,0.5461,1
12,0.332,1
11,0.4532,1
10,0.3524,2
9,0.3967,1
8,0.2484,2
7,0.38,2
6,0.2523,1
5,0.21919999999999998,1
4,0.206,1
3,0.2104,2
2,0.21509999999999999,1
3,0.1905,1
4,0.2333,2
5,0.2308,1
6,0.2171,1
7,0.2067,2
8,0.2513,1
9,0.2186,2
10,0.252,1
11,0.2581,1
12,0.405,2
13,0.436,1
14,0.5377000000000001,1
15,0.49439999999999995,1
16,0.5255,1
17,0.45180000000000003,1
16,0.447,1
15,0.6582,1
14,0.42,1
13,0.4104,1
12,0.3937,1
11,0.3296,2
10,0.2176,1
9,0.2019,1
8,0.1918,1
7,0.2003,1
6,0.1865,1
7,0.21669999999999998,1
8,0.2083,1
9,0.2206,1
10,0.2597,2
11,0.19640000000000002,2
12,0.4253,1
13,0.4731,1
14,0.371,1
15,0.3097,2
16,0.4126,2
17,0.423,1
18,0.3977,1
19,0.4348,1
20,0.434,1
21,0.4112,1
20,0.3915,2
19,0.5097,1
18,0.4677,1
17,0.4801,1
16,0.5898,1
15,0.43339999999999995,1
14,0.4869,1
13,0.45289999999999997,1
12,0.45139999999999997,2
11,0.26680000000000004,2
10,0.4148,2
9,0.2329,1
8,0.3992,2
7,0.2296,2
6,0.2018,2
5,0.2189,2
4,0.2225,2
3,0.2205,2
4,0.2798,1
5,0.2386,1
6,0.191,1
7,0.21209999999999998,1
8,0.21930000000000002,1
9,0.24780000000000002,2
10,0.2306,2
11,0.2799,1
12,0.42719999999999997,2
13,0.37689999999999996,1
14,0.3778,2
15,0.4948,1
16,0.5176000000000001,1
17,0.3529,1
18,0.478,1
19,0.5229,1
18,0.414,1
17,0.49589999999999995,1
16,0.407,1
15,0.5552999999999999,1
14,0.5328999999999999,1
13,0.4737,2
12,0.4615,1
11,0.42310000000000003,2
10,0.3717,1
9,0.2825,2
8,0.215,2
7,0.3403,1
6,0.1948,1
5,0.2086,1
4,0.22180000000000002,2
3,0.21309999999999998,2
2,0.2214,2
3,0.2104,2
4,0.2209,2
5,0.1955,1
6,0.2007,1
7,0.2047,1
8,0.1901,2
9,0.3989,2
10,0.2023,1
11,0.26480000000000004,1
12,0.22319999999999998,1
13,0.4672,1
14,0.3987,1
15,0.3732,2
16,0.5689,1
17,0.5088,2
18,0.4333,1
19,0.4417,1
20,0.4368,1
21,0.49119999999999997,1
22,0.5275,2
23,0.484,1
24,0.4481,1
24,0.5547000000000001,1
24,0.5716,1
24,0.4535,1
23,0.5765,1
22,0.5265,1
21,0.5353,1
20,0.4002,1
19,0.5173,1
18,0.5545,1
17,0.4885,1
16,0.502,1
15,0.6323,1
14,0.6264,1
13,0.5344,1
12,0.4137,2
11,0.534,1
10,0.5069,1
9,0.243,1
8,0.2375,1
7,0.225,2
6,0.2019,1
5,0.2124,1
6,0.2221,2
7,0.1921,2
8,0.1971,2
9,0.2145,1
10,0.2117,1
11,0.2034,2
12,0.2396,2
13,0.36060000000000003,1
14,0.5645,1
15,0.503,1
